Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,benzene,0.000106022,0
via04,1,1,0,benzene,0.000106022,0
via04,1,2,1,benzene,0.000106022,2.94505555555556e-08
via04,1,3,2,benzene,0.000106022,5.89011111111111e-08
via04,1,4,3,benzene,0.000106022,8.83516666666667e-08
via04,1,5,8,benzene,0.000106022,2.35604444444444e-07
via04,1,6,9,benzene,0.000106022,2.65055e-07
via04,1,7,15,benzene,0.000106022,4.41758333333333e-07
via04,1,8,14,benzene,0.000106022,4.12307777777778e-07
via04,1,9,16,benzene,0.000106022,4.71208888888889e-07
via04,1,10,22,benzene,0.000106022,6.47912222222222e-07
via04,1,11,12,benzene,0.000106022,3.53406666666667e-07
via04,1,12,9,benzene,0.000106022,2.65055e-07
via04,1,13,7,benzene,0.000106022,2.06153888888889e-07
via04,1,14,10,benzene,0.000106022,2.94505555555556e-07
via04,1,15,12,benzene,0.000106022,3.53406666666667e-07
via04,1,16,11,benzene,0.000106022,3.23956111111111e-07
via04,1,17,15,benzene,0.000106022,4.41758333333333e-07
via04,1,18,18,benzene,0.000106022,5.3011e-07
via04,1,19,21,benzene,0.000106022,6.18461666666667e-07
via04,1,20,4,benzene,0.000106022,1.17802222222222e-07
via04,1,21,3,benzene,0.000106022,8.83516666666667e-08
via04,1,22,2,benzene,0.000106022,5.89011111111111e-08
via04,1,23,1,benzene,0.000106022,2.94505555555556e-08
