Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,CO2 lubricant,0.3744783,0
via01,1,1,0,CO2 lubricant,0.3744783,0
via01,1,2,1,CO2 lubricant,0.3744783,0.00010402175
via01,1,3,2,CO2 lubricant,0.3744783,0.0002080435
via01,1,4,3,CO2 lubricant,0.3744783,0.00031206525
via01,1,5,8,CO2 lubricant,0.3744783,0.000832174
via01,1,6,9,CO2 lubricant,0.3744783,0.00093619575
via01,1,7,15,CO2 lubricant,0.3744783,0.00156032625
via01,1,8,14,CO2 lubricant,0.3744783,0.0014563045
via01,1,9,16,CO2 lubricant,0.3744783,0.001664348
via01,1,10,22,CO2 lubricant,0.3744783,0.0022884785
via01,1,11,12,CO2 lubricant,0.3744783,0.001248261
via01,1,12,9,CO2 lubricant,0.3744783,0.00093619575
via01,1,13,7,CO2 lubricant,0.3744783,0.00072815225
via01,1,14,10,CO2 lubricant,0.3744783,0.0010402175
via01,1,15,12,CO2 lubricant,0.3744783,0.001248261
via01,1,16,11,CO2 lubricant,0.3744783,0.00114423925
via01,1,17,15,CO2 lubricant,0.3744783,0.00156032625
via01,1,18,18,CO2 lubricant,0.3744783,0.0018723915
via01,1,19,21,CO2 lubricant,0.3744783,0.00218445675
via01,1,20,4,CO2 lubricant,0.3744783,0.000416087
via01,1,21,3,CO2 lubricant,0.3744783,0.00031206525
via01,1,22,2,CO2 lubricant,0.3744783,0.0002080435
via01,1,23,1,CO2 lubricant,0.3744783,0.00010402175
