Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,Cd,4.59980619e-08,0
via04,1,1,0,Cd,4.59980619e-08,0
via04,1,2,1,Cd,4.59980619e-08,1.27772394166667e-11
via04,1,3,2,Cd,4.59980619e-08,2.55544788333333e-11
via04,1,4,3,Cd,4.59980619e-08,3.833171825e-11
via04,1,5,8,Cd,4.59980619e-08,1.02217915333333e-10
via04,1,6,9,Cd,4.59980619e-08,1.1499515475e-10
via04,1,7,15,Cd,4.59980619e-08,1.9165859125e-10
via04,1,8,14,Cd,4.59980619e-08,1.78881351833333e-10
via04,1,9,16,Cd,4.59980619e-08,2.04435830666667e-10
via04,1,10,22,Cd,4.59980619e-08,2.81099267166667e-10
via04,1,11,12,Cd,4.59980619e-08,1.53326873e-10
via04,1,12,9,Cd,4.59980619e-08,1.1499515475e-10
via04,1,13,7,Cd,4.59980619e-08,8.94406759166667e-11
via04,1,14,10,Cd,4.59980619e-08,1.27772394166667e-10
via04,1,15,12,Cd,4.59980619e-08,1.53326873e-10
via04,1,16,11,Cd,4.59980619e-08,1.40549633583333e-10
via04,1,17,15,Cd,4.59980619e-08,1.9165859125e-10
via04,1,18,18,Cd,4.59980619e-08,2.299903095e-10
via04,1,19,21,Cd,4.59980619e-08,2.6832202775e-10
via04,1,20,4,Cd,4.59980619e-08,5.11089576666667e-11
via04,1,21,3,Cd,4.59980619e-08,3.833171825e-11
via04,1,22,2,Cd,4.59980619e-08,2.55544788333333e-11
via04,1,23,1,Cd,4.59980619e-08,1.27772394166667e-11
