Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,SO2,0.00414637771,0
via03,1,1,0,SO2,0.00414637771,0
via03,1,2,1,SO2,0.00414637771,1.15177158611111e-06
via03,1,3,2,SO2,0.00414637771,2.30354317222222e-06
via03,1,4,3,SO2,0.00414637771,3.45531475833333e-06
via03,1,5,8,SO2,0.00414637771,9.21417268888889e-06
via03,1,6,9,SO2,0.00414637771,1.0365944275e-05
via03,1,7,15,SO2,0.00414637771,1.72765737916667e-05
via03,1,8,14,SO2,0.00414637771,1.61248022055556e-05
via03,1,9,16,SO2,0.00414637771,1.84283453777778e-05
via03,1,10,22,SO2,0.00414637771,2.53389748944444e-05
via03,1,11,12,SO2,0.00414637771,1.38212590333333e-05
via03,1,12,9,SO2,0.00414637771,1.0365944275e-05
via03,1,13,7,SO2,0.00414637771,8.06240110277778e-06
via03,1,14,10,SO2,0.00414637771,1.15177158611111e-05
via03,1,15,12,SO2,0.00414637771,1.38212590333333e-05
via03,1,16,11,SO2,0.00414637771,1.26694874472222e-05
via03,1,17,15,SO2,0.00414637771,1.72765737916667e-05
via03,1,18,18,SO2,0.00414637771,2.073188855e-05
via03,1,19,21,SO2,0.00414637771,2.41872033083333e-05
via03,1,20,4,SO2,0.00414637771,4.60708634444444e-06
via03,1,21,3,SO2,0.00414637771,3.45531475833333e-06
via03,1,22,2,SO2,0.00414637771,2.30354317222222e-06
via03,1,23,1,SO2,0.00414637771,1.15177158611111e-06
