Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,CO,1.66844327,0
via03,1,1,0,CO,1.66844327,0
via03,1,2,1,CO,1.66844327,0.000463456463888889
via03,1,3,2,CO,1.66844327,0.000926912927777778
via03,1,4,3,CO,1.66844327,0.00139036939166667
via03,1,5,8,CO,1.66844327,0.00370765171111111
via03,1,6,9,CO,1.66844327,0.004171108175
via03,1,7,15,CO,1.66844327,0.00695184695833333
via03,1,8,14,CO,1.66844327,0.00648839049444444
via03,1,9,16,CO,1.66844327,0.00741530342222222
via03,1,10,22,CO,1.66844327,0.0101960422055556
via03,1,11,12,CO,1.66844327,0.00556147756666667
via03,1,12,9,CO,1.66844327,0.004171108175
via03,1,13,7,CO,1.66844327,0.00324419524722222
via03,1,14,10,CO,1.66844327,0.00463456463888889
via03,1,15,12,CO,1.66844327,0.00556147756666667
via03,1,16,11,CO,1.66844327,0.00509802110277778
via03,1,17,15,CO,1.66844327,0.00695184695833333
via03,1,18,18,CO,1.66844327,0.00834221635
via03,1,19,21,CO,1.66844327,0.00973258574166667
via03,1,20,4,CO,1.66844327,0.00185382585555556
via03,1,21,3,CO,1.66844327,0.00139036939166667
via03,1,22,2,CO,1.66844327,0.000926912927777778
via03,1,23,1,CO,1.66844327,0.000463456463888889
