Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,o-xylene,0.001006144,0
via01,1,1,0,o-xylene,0.001006144,0
via01,1,2,1,o-xylene,0.001006144,2.79484444444444e-07
via01,1,3,2,o-xylene,0.001006144,5.58968888888889e-07
via01,1,4,3,o-xylene,0.001006144,8.38453333333333e-07
via01,1,5,8,o-xylene,0.001006144,2.23587555555556e-06
via01,1,6,9,o-xylene,0.001006144,2.51536e-06
via01,1,7,15,o-xylene,0.001006144,4.19226666666667e-06
via01,1,8,14,o-xylene,0.001006144,3.91278222222222e-06
via01,1,9,16,o-xylene,0.001006144,4.47175111111111e-06
via01,1,10,22,o-xylene,0.001006144,6.14865777777778e-06
via01,1,11,12,o-xylene,0.001006144,3.35381333333333e-06
via01,1,12,9,o-xylene,0.001006144,2.51536e-06
via01,1,13,7,o-xylene,0.001006144,1.95639111111111e-06
via01,1,14,10,o-xylene,0.001006144,2.79484444444444e-06
via01,1,15,12,o-xylene,0.001006144,3.35381333333333e-06
via01,1,16,11,o-xylene,0.001006144,3.07432888888889e-06
via01,1,17,15,o-xylene,0.001006144,4.19226666666667e-06
via01,1,18,18,o-xylene,0.001006144,5.03072e-06
via01,1,19,21,o-xylene,0.001006144,5.86917333333333e-06
via01,1,20,4,o-xylene,0.001006144,1.11793777777778e-06
via01,1,21,3,o-xylene,0.001006144,8.38453333333333e-07
via01,1,22,2,o-xylene,0.001006144,5.58968888888889e-07
via01,1,23,1,o-xylene,0.001006144,2.79484444444444e-07
