Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,toluene,1.4435335e-05,0
via03,1,1,0,toluene,1.4435335e-05,0
via03,1,2,1,toluene,1.4435335e-05,4.00981527777778e-09
via03,1,3,2,toluene,1.4435335e-05,8.01963055555556e-09
via03,1,4,3,toluene,1.4435335e-05,1.20294458333333e-08
via03,1,5,8,toluene,1.4435335e-05,3.20785222222222e-08
via03,1,6,9,toluene,1.4435335e-05,3.60883375e-08
via03,1,7,15,toluene,1.4435335e-05,6.01472291666667e-08
via03,1,8,14,toluene,1.4435335e-05,5.61374138888889e-08
via03,1,9,16,toluene,1.4435335e-05,6.41570444444444e-08
via03,1,10,22,toluene,1.4435335e-05,8.82159361111111e-08
via03,1,11,12,toluene,1.4435335e-05,4.81177833333333e-08
via03,1,12,9,toluene,1.4435335e-05,3.60883375e-08
via03,1,13,7,toluene,1.4435335e-05,2.80687069444444e-08
via03,1,14,10,toluene,1.4435335e-05,4.00981527777778e-08
via03,1,15,12,toluene,1.4435335e-05,4.81177833333333e-08
via03,1,16,11,toluene,1.4435335e-05,4.41079680555556e-08
via03,1,17,15,toluene,1.4435335e-05,6.01472291666667e-08
via03,1,18,18,toluene,1.4435335e-05,7.2176675e-08
via03,1,19,21,toluene,1.4435335e-05,8.42061208333333e-08
via03,1,20,4,toluene,1.4435335e-05,1.60392611111111e-08
via03,1,21,3,toluene,1.4435335e-05,1.20294458333333e-08
via03,1,22,2,toluene,1.4435335e-05,8.01963055555556e-09
via03,1,23,1,toluene,1.4435335e-05,4.00981527777778e-09
