Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,Pb,3.455314845e-07,0
via03,1,1,0,Pb,3.455314845e-07,0
via03,1,2,1,Pb,3.455314845e-07,9.59809679166667e-11
via03,1,3,2,Pb,3.455314845e-07,1.91961935833333e-10
via03,1,4,3,Pb,3.455314845e-07,2.8794290375e-10
via03,1,5,8,Pb,3.455314845e-07,7.67847743333333e-10
via03,1,6,9,Pb,3.455314845e-07,8.6382871125e-10
via03,1,7,15,Pb,3.455314845e-07,1.43971451875e-09
via03,1,8,14,Pb,3.455314845e-07,1.34373355083333e-09
via03,1,9,16,Pb,3.455314845e-07,1.53569548666667e-09
via03,1,10,22,Pb,3.455314845e-07,2.11158129416667e-09
via03,1,11,12,Pb,3.455314845e-07,1.151771615e-09
via03,1,12,9,Pb,3.455314845e-07,8.6382871125e-10
via03,1,13,7,Pb,3.455314845e-07,6.71866775416667e-10
via03,1,14,10,Pb,3.455314845e-07,9.59809679166667e-10
via03,1,15,12,Pb,3.455314845e-07,1.151771615e-09
via03,1,16,11,Pb,3.455314845e-07,1.05579064708333e-09
via03,1,17,15,Pb,3.455314845e-07,1.43971451875e-09
via03,1,18,18,Pb,3.455314845e-07,1.7276574225e-09
via03,1,19,21,Pb,3.455314845e-07,2.01560032625e-09
via03,1,20,4,Pb,3.455314845e-07,3.83923871666667e-10
via03,1,21,3,Pb,3.455314845e-07,2.8794290375e-10
via03,1,22,2,Pb,3.455314845e-07,1.91961935833333e-10
via03,1,23,1,Pb,3.455314845e-07,9.59809679166667e-11
