Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,CO2 lubricant,0.3744783,0
via03,1,1,0,CO2 lubricant,0.3744783,0
via03,1,2,1,CO2 lubricant,0.3744783,0.00010402175
via03,1,3,2,CO2 lubricant,0.3744783,0.0002080435
via03,1,4,3,CO2 lubricant,0.3744783,0.00031206525
via03,1,5,8,CO2 lubricant,0.3744783,0.000832174
via03,1,6,9,CO2 lubricant,0.3744783,0.00093619575
via03,1,7,15,CO2 lubricant,0.3744783,0.00156032625
via03,1,8,14,CO2 lubricant,0.3744783,0.0014563045
via03,1,9,16,CO2 lubricant,0.3744783,0.001664348
via03,1,10,22,CO2 lubricant,0.3744783,0.0022884785
via03,1,11,12,CO2 lubricant,0.3744783,0.001248261
via03,1,12,9,CO2 lubricant,0.3744783,0.00093619575
via03,1,13,7,CO2 lubricant,0.3744783,0.00072815225
via03,1,14,10,CO2 lubricant,0.3744783,0.0010402175
via03,1,15,12,CO2 lubricant,0.3744783,0.001248261
via03,1,16,11,CO2 lubricant,0.3744783,0.00114423925
via03,1,17,15,CO2 lubricant,0.3744783,0.00156032625
via03,1,18,18,CO2 lubricant,0.3744783,0.0018723915
via03,1,19,21,CO2 lubricant,0.3744783,0.00218445675
via03,1,20,4,CO2 lubricant,0.3744783,0.000416087
via03,1,21,3,CO2 lubricant,0.3744783,0.00031206525
via03,1,22,2,CO2 lubricant,0.3744783,0.0002080435
via03,1,23,1,CO2 lubricant,0.3744783,0.00010402175
