Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,N2O,0.05282072,0
via04,1,1,0,N2O,0.05282072,0
via04,1,2,1,N2O,0.05282072,1.46724222222222e-05
via04,1,3,2,N2O,0.05282072,2.93448444444444e-05
via04,1,4,3,N2O,0.05282072,4.40172666666667e-05
via04,1,5,8,N2O,0.05282072,0.000117379377777778
via04,1,6,9,N2O,0.05282072,0.0001320518
via04,1,7,15,N2O,0.05282072,0.000220086333333333
via04,1,8,14,N2O,0.05282072,0.000205413911111111
via04,1,9,16,N2O,0.05282072,0.000234758755555556
via04,1,10,22,N2O,0.05282072,0.000322793288888889
via04,1,11,12,N2O,0.05282072,0.000176069066666667
via04,1,12,9,N2O,0.05282072,0.0001320518
via04,1,13,7,N2O,0.05282072,0.000102706955555556
via04,1,14,10,N2O,0.05282072,0.000146724222222222
via04,1,15,12,N2O,0.05282072,0.000176069066666667
via04,1,16,11,N2O,0.05282072,0.000161396644444444
via04,1,17,15,N2O,0.05282072,0.000220086333333333
via04,1,18,18,N2O,0.05282072,0.0002641036
via04,1,19,21,N2O,0.05282072,0.000308120866666667
via04,1,20,4,N2O,0.05282072,5.86896888888889e-05
via04,1,21,3,N2O,0.05282072,4.40172666666667e-05
via04,1,22,2,N2O,0.05282072,2.93448444444444e-05
via04,1,23,1,N2O,0.05282072,1.46724222222222e-05
