Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s,Heavy Vehicles,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s,EF
via03,1,0,10,Pb,8.367497e-08,2.32430472222222e-10,0,3.455314845e-07,0,2.32430472222222e-10
via03,1,1,15,Pb,8.367497e-08,3.48645708333333e-10,0,3.455314845e-07,0,3.48645708333333e-10
via03,1,2,5,Pb,8.367497e-08,1.16215236111111e-10,1,3.455314845e-07,9.59809679166667e-11,2.12196204027778e-10
via03,1,3,7,Pb,8.367497e-08,1.62701330555556e-10,2,3.455314845e-07,1.91961935833333e-10,3.54663266388889e-10
via03,1,4,8,Pb,8.367497e-08,1.85944377777778e-10,3,3.455314845e-07,2.8794290375e-10,4.73887281527778e-10
via03,1,5,11,Pb,8.367497e-08,2.55673519444444e-10,8,3.455314845e-07,7.67847743333333e-10,1.02352126277778e-09
via03,1,6,25,Pb,8.367497e-08,5.81076180555555e-10,9,3.455314845e-07,8.6382871125e-10,1.44490489180556e-09
via03,1,7,100,Pb,8.367497e-08,2.32430472222222e-09,15,3.455314845e-07,1.43971451875e-09,3.76401924097222e-09
via03,1,8,143,Pb,8.367497e-08,3.32375575277778e-09,14,3.455314845e-07,1.34373355083333e-09,4.66748930361111e-09
via03,1,9,185,Pb,8.367497e-08,4.29996373611111e-09,16,3.455314845e-07,1.53569548666667e-09,5.83565922277778e-09
via03,1,10,198,Pb,8.367497e-08,4.60212335e-09,22,3.455314845e-07,2.11158129416667e-09,6.71370464416667e-09
via03,1,11,162,Pb,8.367497e-08,3.76537365e-09,12,3.455314845e-07,1.151771615e-09,4.917145265e-09
via03,1,12,149,Pb,8.367497e-08,3.46321403611111e-09,9,3.455314845e-07,8.6382871125e-10,4.32704274736111e-09
via03,1,13,122,Pb,8.367497e-08,2.83565176111111e-09,7,3.455314845e-07,6.71866775416667e-10,3.50751853652778e-09
via03,1,14,96,Pb,8.367497e-08,2.23133253333333e-09,10,3.455314845e-07,9.59809679166667e-10,3.1911422125e-09
via03,1,15,85,Pb,8.367497e-08,1.97565901388889e-09,12,3.455314845e-07,1.151771615e-09,3.12743062888889e-09
via03,1,16,91,Pb,8.367497e-08,2.11511729722222e-09,11,3.455314845e-07,1.05579064708333e-09,3.17090794430556e-09
via03,1,17,156,Pb,8.367497e-08,3.62591536666667e-09,15,3.455314845e-07,1.43971451875e-09,5.06562988541667e-09
via03,1,18,205,Pb,8.367497e-08,4.76482468055556e-09,18,3.455314845e-07,1.7276574225e-09,6.49248210305555e-09
via03,1,19,189,Pb,8.367497e-08,4.392935925e-09,21,3.455314845e-07,2.01560032625e-09,6.40853625125e-09
via03,1,20,94,Pb,8.367497e-08,2.18484643888889e-09,4,3.455314845e-07,3.83923871666667e-10,2.56877031055556e-09
via03,1,21,26,Pb,8.367497e-08,6.04319227777778e-10,3,3.455314845e-07,2.8794290375e-10,8.92262131527778e-10
via03,1,22,18,Pb,8.367497e-08,4.1837485e-10,2,3.455314845e-07,1.91961935833333e-10,6.10336785833333e-10
via03,1,23,11,Pb,8.367497e-08,2.55673519444444e-10,1,3.455314845e-07,9.59809679166667e-11,3.51654487361111e-10
