Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,mp-xylene,0.0014146629,0
via03,1,1,0,mp-xylene,0.0014146629,0
via03,1,2,1,mp-xylene,0.0014146629,3.92961916666667e-07
via03,1,3,2,mp-xylene,0.0014146629,7.85923833333333e-07
via03,1,4,3,mp-xylene,0.0014146629,1.17888575e-06
via03,1,5,8,mp-xylene,0.0014146629,3.14369533333333e-06
via03,1,6,9,mp-xylene,0.0014146629,3.53665725e-06
via03,1,7,15,mp-xylene,0.0014146629,5.89442875e-06
via03,1,8,14,mp-xylene,0.0014146629,5.50146683333333e-06
via03,1,9,16,mp-xylene,0.0014146629,6.28739066666667e-06
via03,1,10,22,mp-xylene,0.0014146629,8.64516216666667e-06
via03,1,11,12,mp-xylene,0.0014146629,4.715543e-06
via03,1,12,9,mp-xylene,0.0014146629,3.53665725e-06
via03,1,13,7,mp-xylene,0.0014146629,2.75073341666667e-06
via03,1,14,10,mp-xylene,0.0014146629,3.92961916666667e-06
via03,1,15,12,mp-xylene,0.0014146629,4.715543e-06
via03,1,16,11,mp-xylene,0.0014146629,4.32258108333333e-06
via03,1,17,15,mp-xylene,0.0014146629,5.89442875e-06
via03,1,18,18,mp-xylene,0.0014146629,7.0733145e-06
via03,1,19,21,mp-xylene,0.0014146629,8.25220025e-06
via03,1,20,4,mp-xylene,0.0014146629,1.57184766666667e-06
via03,1,21,3,mp-xylene,0.0014146629,1.17888575e-06
via03,1,22,2,mp-xylene,0.0014146629,7.85923833333333e-07
via03,1,23,1,mp-xylene,0.0014146629,3.92961916666667e-07
