Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,PM Exhaust,0.065540808,0
via03,1,1,0,PM Exhaust,0.065540808,0
via03,1,2,1,PM Exhaust,0.065540808,1.820578e-05
via03,1,3,2,PM Exhaust,0.065540808,3.641156e-05
via03,1,4,3,PM Exhaust,0.065540808,5.461734e-05
via03,1,5,8,PM Exhaust,0.065540808,0.00014564624
via03,1,6,9,PM Exhaust,0.065540808,0.00016385202
via03,1,7,15,PM Exhaust,0.065540808,0.0002730867
via03,1,8,14,PM Exhaust,0.065540808,0.00025488092
via03,1,9,16,PM Exhaust,0.065540808,0.00029129248
via03,1,10,22,PM Exhaust,0.065540808,0.00040052716
via03,1,11,12,PM Exhaust,0.065540808,0.00021846936
via03,1,12,9,PM Exhaust,0.065540808,0.00016385202
via03,1,13,7,PM Exhaust,0.065540808,0.00012744046
via03,1,14,10,PM Exhaust,0.065540808,0.0001820578
via03,1,15,12,PM Exhaust,0.065540808,0.00021846936
via03,1,16,11,PM Exhaust,0.065540808,0.00020026358
via03,1,17,15,PM Exhaust,0.065540808,0.0002730867
via03,1,18,18,PM Exhaust,0.065540808,0.00032770404
via03,1,19,21,PM Exhaust,0.065540808,0.00038232138
via03,1,20,4,PM Exhaust,0.065540808,7.282312e-05
via03,1,21,3,PM Exhaust,0.065540808,5.461734e-05
via03,1,22,2,PM Exhaust,0.065540808,3.641156e-05
via03,1,23,1,PM Exhaust,0.065540808,1.820578e-05
