Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,As,6.9106287e-08,0
via03,1,1,0,As,6.9106287e-08,0
via03,1,2,1,As,6.9106287e-08,1.91961908333333e-11
via03,1,3,2,As,6.9106287e-08,3.83923816666667e-11
via03,1,4,3,As,6.9106287e-08,5.75885725e-11
via03,1,5,8,As,6.9106287e-08,1.53569526666667e-10
via03,1,6,9,As,6.9106287e-08,1.727657175e-10
via03,1,7,15,As,6.9106287e-08,2.879428625e-10
via03,1,8,14,As,6.9106287e-08,2.68746671666667e-10
via03,1,9,16,As,6.9106287e-08,3.07139053333333e-10
via03,1,10,22,As,6.9106287e-08,4.22316198333333e-10
via03,1,11,12,As,6.9106287e-08,2.3035429e-10
via03,1,12,9,As,6.9106287e-08,1.727657175e-10
via03,1,13,7,As,6.9106287e-08,1.34373335833333e-10
via03,1,14,10,As,6.9106287e-08,1.91961908333333e-10
via03,1,15,12,As,6.9106287e-08,2.3035429e-10
via03,1,16,11,As,6.9106287e-08,2.11158099166667e-10
via03,1,17,15,As,6.9106287e-08,2.879428625e-10
via03,1,18,18,As,6.9106287e-08,3.45531435e-10
via03,1,19,21,As,6.9106287e-08,4.031200075e-10
via03,1,20,4,As,6.9106287e-08,7.67847633333333e-11
via03,1,21,3,As,6.9106287e-08,5.75885725e-11
via03,1,22,2,As,6.9106287e-08,3.83923816666667e-11
via03,1,23,1,As,6.9106287e-08,1.91961908333333e-11
