Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,o-xylene,0.0005774136,0
via03,1,1,0,o-xylene,0.0005774136,0
via03,1,2,1,o-xylene,0.0005774136,1.60392666666667e-07
via03,1,3,2,o-xylene,0.0005774136,3.20785333333333e-07
via03,1,4,3,o-xylene,0.0005774136,4.81178e-07
via03,1,5,8,o-xylene,0.0005774136,1.28314133333333e-06
via03,1,6,9,o-xylene,0.0005774136,1.443534e-06
via03,1,7,15,o-xylene,0.0005774136,2.40589e-06
via03,1,8,14,o-xylene,0.0005774136,2.24549733333333e-06
via03,1,9,16,o-xylene,0.0005774136,2.56628266666667e-06
via03,1,10,22,o-xylene,0.0005774136,3.52863866666667e-06
via03,1,11,12,o-xylene,0.0005774136,1.924712e-06
via03,1,12,9,o-xylene,0.0005774136,1.443534e-06
via03,1,13,7,o-xylene,0.0005774136,1.12274866666667e-06
via03,1,14,10,o-xylene,0.0005774136,1.60392666666667e-06
via03,1,15,12,o-xylene,0.0005774136,1.924712e-06
via03,1,16,11,o-xylene,0.0005774136,1.76431933333333e-06
via03,1,17,15,o-xylene,0.0005774136,2.40589e-06
via03,1,18,18,o-xylene,0.0005774136,2.887068e-06
via03,1,19,21,o-xylene,0.0005774136,3.368246e-06
via03,1,20,4,o-xylene,0.0005774136,6.41570666666667e-07
via03,1,21,3,o-xylene,0.0005774136,4.81178e-07
via03,1,22,2,o-xylene,0.0005774136,3.20785333333333e-07
via03,1,23,1,o-xylene,0.0005774136,1.60392666666667e-07
