Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,As,3.925142e-08,0
via01,1,1,0,As,3.925142e-08,0
via01,1,2,1,As,3.925142e-08,1.09031722222222e-11
via01,1,3,2,As,3.925142e-08,2.18063444444444e-11
via01,1,4,3,As,3.925142e-08,3.27095166666667e-11
via01,1,5,8,As,3.925142e-08,8.72253777777778e-11
via01,1,6,9,As,3.925142e-08,9.812855e-11
via01,1,7,15,As,3.925142e-08,1.63547583333333e-10
via01,1,8,14,As,3.925142e-08,1.52644411111111e-10
via01,1,9,16,As,3.925142e-08,1.74450755555556e-10
via01,1,10,22,As,3.925142e-08,2.39869788888889e-10
via01,1,11,12,As,3.925142e-08,1.30838066666667e-10
via01,1,12,9,As,3.925142e-08,9.812855e-11
via01,1,13,7,As,3.925142e-08,7.63222055555556e-11
via01,1,14,10,As,3.925142e-08,1.09031722222222e-10
via01,1,15,12,As,3.925142e-08,1.30838066666667e-10
via01,1,16,11,As,3.925142e-08,1.19934894444444e-10
via01,1,17,15,As,3.925142e-08,1.63547583333333e-10
via01,1,18,18,As,3.925142e-08,1.962571e-10
via01,1,19,21,As,3.925142e-08,2.28966616666667e-10
via01,1,20,4,As,3.925142e-08,4.36126888888889e-11
via01,1,21,3,As,3.925142e-08,3.27095166666667e-11
via01,1,22,2,As,3.925142e-08,2.18063444444444e-11
via01,1,23,1,As,3.925142e-08,1.09031722222222e-11
