Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s,Heavy Vehicles,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s,EF
via03,1,0,10,As,1.611488e-08,4.47635555555556e-11,0,6.9106287e-08,0,4.47635555555556e-11
via03,1,1,15,As,1.611488e-08,6.71453333333333e-11,0,6.9106287e-08,0,6.71453333333333e-11
via03,1,2,5,As,1.611488e-08,2.23817777777778e-11,1,6.9106287e-08,1.91961908333333e-11,4.15779686111111e-11
via03,1,3,7,As,1.611488e-08,3.13344888888889e-11,2,6.9106287e-08,3.83923816666667e-11,6.97268705555556e-11
via03,1,4,8,As,1.611488e-08,3.58108444444444e-11,3,6.9106287e-08,5.75885725e-11,9.33994169444445e-11
via03,1,5,11,As,1.611488e-08,4.92399111111111e-11,8,6.9106287e-08,1.53569526666667e-10,2.02809437777778e-10
via03,1,6,25,As,1.611488e-08,1.11908888888889e-10,9,6.9106287e-08,1.727657175e-10,2.84674606388889e-10
via03,1,7,100,As,1.611488e-08,4.47635555555556e-10,15,6.9106287e-08,2.879428625e-10,7.35578418055556e-10
via03,1,8,143,As,1.611488e-08,6.40118844444444e-10,14,6.9106287e-08,2.68746671666667e-10,9.08865516111111e-10
via03,1,9,185,As,1.611488e-08,8.28125777777778e-10,16,6.9106287e-08,3.07139053333333e-10,1.13526483111111e-09
via03,1,10,198,As,1.611488e-08,8.863184e-10,22,6.9106287e-08,4.22316198333333e-10,1.30863459833333e-09
via03,1,11,162,As,1.611488e-08,7.251696e-10,12,6.9106287e-08,2.3035429e-10,9.5552389e-10
via03,1,12,149,As,1.611488e-08,6.66976977777778e-10,9,6.9106287e-08,1.727657175e-10,8.39742695277778e-10
via03,1,13,122,As,1.611488e-08,5.46115377777778e-10,7,6.9106287e-08,1.34373335833333e-10,6.80488713611111e-10
via03,1,14,96,As,1.611488e-08,4.29730133333333e-10,10,6.9106287e-08,1.91961908333333e-10,6.21692041666667e-10
via03,1,15,85,As,1.611488e-08,3.80490222222222e-10,12,6.9106287e-08,2.3035429e-10,6.10844512222222e-10
via03,1,16,91,As,1.611488e-08,4.07348355555556e-10,11,6.9106287e-08,2.11158099166667e-10,6.18506454722222e-10
via03,1,17,156,As,1.611488e-08,6.98311466666667e-10,15,6.9106287e-08,2.879428625e-10,9.86254329166667e-10
via03,1,18,205,As,1.611488e-08,9.17652888888889e-10,18,6.9106287e-08,3.45531435e-10,1.26318432388889e-09
via03,1,19,189,As,1.611488e-08,8.460312e-10,21,6.9106287e-08,4.031200075e-10,1.2491512075e-09
via03,1,20,94,As,1.611488e-08,4.20777422222222e-10,4,6.9106287e-08,7.67847633333333e-11,4.97562185555556e-10
via03,1,21,26,As,1.611488e-08,1.16385244444444e-10,3,6.9106287e-08,5.75885725e-11,1.73973816944444e-10
via03,1,22,18,As,1.611488e-08,8.05744e-11,2,6.9106287e-08,3.83923816666667e-11,1.18966781666667e-10
via03,1,23,11,As,1.611488e-08,4.92399111111111e-11,1,6.9106287e-08,1.91961908333333e-11,6.84361019444444e-11
