Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s,Heavy Vehicles,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s,EF
via03,1,0,10,NOx,1.104357,0.00306765833333333,0,9.43163015,0,0.00306765833333333
via03,1,1,15,NOx,1.104357,0.0046014875,0,9.43163015,0,0.0046014875
via03,1,2,5,NOx,1.104357,0.00153382916666667,1,9.43163015,0.00261989726388889,0.00415372643055556
via03,1,3,7,NOx,1.104357,0.00214736083333333,2,9.43163015,0.00523979452777778,0.00738715536111111
via03,1,4,8,NOx,1.104357,0.00245412666666667,3,9.43163015,0.00785969179166667,0.0103138184583333
via03,1,5,11,NOx,1.104357,0.00337442416666667,8,9.43163015,0.0209591781111111,0.0243336022777778
via03,1,6,25,NOx,1.104357,0.00766914583333333,9,9.43163015,0.023579075375,0.0312482212083333
via03,1,7,100,NOx,1.104357,0.0306765833333333,15,9.43163015,0.0392984589583333,0.0699750422916667
via03,1,8,143,NOx,1.104357,0.0438675141666667,14,9.43163015,0.0366785616944444,0.0805460758611111
via03,1,9,185,NOx,1.104357,0.0567516791666667,16,9.43163015,0.0419183562222222,0.0986700353888889
via03,1,10,198,NOx,1.104357,0.060739635,22,9.43163015,0.0576377398055556,0.118377374805556
via03,1,11,162,NOx,1.104357,0.049696065,12,9.43163015,0.0314387671666667,0.0811348321666667
via03,1,12,149,NOx,1.104357,0.0457081091666667,9,9.43163015,0.023579075375,0.0692871845416667
via03,1,13,122,NOx,1.104357,0.0374254316666667,7,9.43163015,0.0183392808472222,0.0557647125138889
via03,1,14,96,NOx,1.104357,0.02944952,10,9.43163015,0.0261989726388889,0.0556484926388889
via03,1,15,85,NOx,1.104357,0.0260750958333333,12,9.43163015,0.0314387671666667,0.057513863
via03,1,16,91,NOx,1.104357,0.0279156908333333,11,9.43163015,0.0288188699027778,0.0567345607361111
via03,1,17,156,NOx,1.104357,0.04785547,15,9.43163015,0.0392984589583333,0.0871539289583333
via03,1,18,205,NOx,1.104357,0.0628869958333333,18,9.43163015,0.04715815075,0.110045146583333
via03,1,19,189,NOx,1.104357,0.0579787425,21,9.43163015,0.0550178425416667,0.112996585041667
via03,1,20,94,NOx,1.104357,0.0288359883333333,4,9.43163015,0.0104795890555556,0.0393155773888889
via03,1,21,26,NOx,1.104357,0.00797591166666667,3,9.43163015,0.00785969179166667,0.0158356034583333
via03,1,22,18,NOx,1.104357,0.005521785,2,9.43163015,0.00523979452777778,0.0107615795277778
via03,1,23,11,NOx,1.104357,0.00337442416666667,1,9.43163015,0.00261989726388889,0.00599432143055556
