Roadway,Hour,Pollutant,EF
via03,0,NH3_all,0.000198409833333333
via03,1,NH3_all,0.00029761475
via03,2,NH3_all,9.92049166666666e-05
via03,3,NH3_all,0.000138886883333333
via03,4,NH3_all,0.000158727866666667
via03,5,NH3_all,0.000218250816666666
via03,6,NH3_all,0.000496024583333334
via03,7,NH3_all,0.00198409833333333
via03,8,NH3_all,0.00283726061666666
via03,9,NH3_all,0.00367058191666666
via03,10,NH3_all,0.0039285147
via03,11,NH3_all,0.0032142393
via03,12,NH3_all,0.00295630651666666
via03,13,NH3_all,0.00242059996666666
via03,14,NH3_all,0.0019047344
via03,15,NH3_all,0.00168648358333333
via03,16,NH3_all,0.00180552948333333
via03,17,NH3_all,0.0030951934
via03,18,NH3_all,0.00406740158333334
via03,19,NH3_all,0.00374994585
via03,20,NH3_all,0.00186505243333333
via03,21,NH3_all,0.000515865566666666
via03,22,NH3_all,0.0003571377
via03,23,NH3_all,0.000218250816666666
