Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,VOC,0.07105865,0
via01,1,1,0,VOC,0.07105865,0
via01,1,2,1,VOC,0.07105865,1.97385138888889e-05
via01,1,3,2,VOC,0.07105865,3.94770277777778e-05
via01,1,4,3,VOC,0.07105865,5.92155416666667e-05
via01,1,5,8,VOC,0.07105865,0.000157908111111111
via01,1,6,9,VOC,0.07105865,0.000177646625
via01,1,7,15,VOC,0.07105865,0.000296077708333333
via01,1,8,14,VOC,0.07105865,0.000276339194444444
via01,1,9,16,VOC,0.07105865,0.000315816222222222
via01,1,10,22,VOC,0.07105865,0.000434247305555556
via01,1,11,12,VOC,0.07105865,0.000236862166666667
via01,1,12,9,VOC,0.07105865,0.000177646625
via01,1,13,7,VOC,0.07105865,0.000138169597222222
via01,1,14,10,VOC,0.07105865,0.000197385138888889
via01,1,15,12,VOC,0.07105865,0.000236862166666667
via01,1,16,11,VOC,0.07105865,0.000217123652777778
via01,1,17,15,VOC,0.07105865,0.000296077708333333
via01,1,18,18,VOC,0.07105865,0.00035529325
via01,1,19,21,VOC,0.07105865,0.000414508791666667
via01,1,20,4,VOC,0.07105865,7.89540555555556e-05
via01,1,21,3,VOC,0.07105865,5.92155416666667e-05
via01,1,22,2,VOC,0.07105865,3.94770277777778e-05
via01,1,23,1,VOC,0.07105865,1.97385138888889e-05
