Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,Cd,3.455314845e-08,0
via03,1,1,0,Cd,3.455314845e-08,0
via03,1,2,1,Cd,3.455314845e-08,9.59809679166667e-12
via03,1,3,2,Cd,3.455314845e-08,1.91961935833333e-11
via03,1,4,3,Cd,3.455314845e-08,2.8794290375e-11
via03,1,5,8,Cd,3.455314845e-08,7.67847743333333e-11
via03,1,6,9,Cd,3.455314845e-08,8.6382871125e-11
via03,1,7,15,Cd,3.455314845e-08,1.43971451875e-10
via03,1,8,14,Cd,3.455314845e-08,1.34373355083333e-10
via03,1,9,16,Cd,3.455314845e-08,1.53569548666667e-10
via03,1,10,22,Cd,3.455314845e-08,2.11158129416667e-10
via03,1,11,12,Cd,3.455314845e-08,1.151771615e-10
via03,1,12,9,Cd,3.455314845e-08,8.6382871125e-11
via03,1,13,7,Cd,3.455314845e-08,6.71866775416667e-11
via03,1,14,10,Cd,3.455314845e-08,9.59809679166667e-11
via03,1,15,12,Cd,3.455314845e-08,1.151771615e-10
via03,1,16,11,Cd,3.455314845e-08,1.05579064708333e-10
via03,1,17,15,Cd,3.455314845e-08,1.43971451875e-10
via03,1,18,18,Cd,3.455314845e-08,1.7276574225e-10
via03,1,19,21,Cd,3.455314845e-08,2.01560032625e-10
via03,1,20,4,Cd,3.455314845e-08,3.83923871666667e-11
via03,1,21,3,Cd,3.455314845e-08,2.8794290375e-11
via03,1,22,2,Cd,3.455314845e-08,1.91961935833333e-11
via03,1,23,1,Cd,3.455314845e-08,9.59809679166667e-12
