Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,SO2,0.005519766625,0
via04,1,1,0,SO2,0.005519766625,0
via04,1,2,1,SO2,0.005519766625,1.53326850694444e-06
via04,1,3,2,SO2,0.005519766625,3.06653701388889e-06
via04,1,4,3,SO2,0.005519766625,4.59980552083333e-06
via04,1,5,8,SO2,0.005519766625,1.22661480555556e-05
via04,1,6,9,SO2,0.005519766625,1.37994165625e-05
via04,1,7,15,SO2,0.005519766625,2.29990276041667e-05
via04,1,8,14,SO2,0.005519766625,2.14657590972222e-05
via04,1,9,16,SO2,0.005519766625,2.45322961111111e-05
via04,1,10,22,SO2,0.005519766625,3.37319071527778e-05
via04,1,11,12,SO2,0.005519766625,1.83992220833333e-05
via04,1,12,9,SO2,0.005519766625,1.37994165625e-05
via04,1,13,7,SO2,0.005519766625,1.07328795486111e-05
via04,1,14,10,SO2,0.005519766625,1.53326850694444e-05
via04,1,15,12,SO2,0.005519766625,1.83992220833333e-05
via04,1,16,11,SO2,0.005519766625,1.68659535763889e-05
via04,1,17,15,SO2,0.005519766625,2.29990276041667e-05
via04,1,18,18,SO2,0.005519766625,2.7598833125e-05
via04,1,19,21,SO2,0.005519766625,3.21986386458333e-05
via04,1,20,4,SO2,0.005519766625,6.13307402777778e-06
via04,1,21,3,SO2,0.005519766625,4.59980552083333e-06
via04,1,22,2,SO2,0.005519766625,3.06653701388889e-06
via04,1,23,1,SO2,0.005519766625,1.53326850694444e-06
