Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s,Heavy Vehicles,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s,EF
via02,1,0,10,toluene,0.001819048,5.05291111111111e-06,0,1.33598155e-05,0,5.05291111111111e-06
via02,1,1,15,toluene,0.001819048,7.57936666666667e-06,0,1.33598155e-05,0,7.57936666666667e-06
via02,1,2,5,toluene,0.001819048,2.52645555555556e-06,1,1.33598155e-05,3.71105986111111e-09,2.53016661541667e-06
via02,1,3,7,toluene,0.001819048,3.53703777777778e-06,2,1.33598155e-05,7.42211972222222e-09,3.5444598975e-06
via02,1,4,8,toluene,0.001819048,4.04232888888889e-06,3,1.33598155e-05,1.11331795833333e-08,4.05346206847222e-06
via02,1,5,11,toluene,0.001819048,5.55820222222222e-06,8,1.33598155e-05,2.96884788888889e-08,5.58789070111111e-06
via02,1,6,25,toluene,0.001819048,1.26322777777778e-05,9,1.33598155e-05,3.339953875e-08,1.26656773165278e-05
via02,1,7,100,toluene,0.001819048,5.05291111111111e-05,15,1.33598155e-05,5.56658979166667e-08,5.05847770090278e-05
via02,1,8,143,toluene,0.001819048,7.22566288888889e-05,14,1.33598155e-05,5.19548380555556e-08,7.23085837269444e-05
via02,1,9,185,toluene,0.001819048,9.34788555555556e-05,16,1.33598155e-05,5.93769577777778e-08,9.35382325133333e-05
via02,1,10,198,toluene,0.001819048,0.00010004764,22,1.33598155e-05,8.16433169444444e-08,0.000100129283316944
via02,1,11,162,toluene,0.001819048,8.185716e-05,12,1.33598155e-05,4.45327183333333e-08,8.19016927183333e-05
via02,1,12,149,toluene,0.001819048,7.52883755555556e-05,9,1.33598155e-05,3.339953875e-08,7.53217750943056e-05
via02,1,13,122,toluene,0.001819048,6.16455155555556e-05,7,1.33598155e-05,2.59774190277778e-08,6.16714929745833e-05
via02,1,14,96,toluene,0.001819048,4.85079466666667e-05,10,1.33598155e-05,3.71105986111111e-08,4.85450572652778e-05
via02,1,15,85,toluene,0.001819048,4.29497444444444e-05,12,1.33598155e-05,4.45327183333333e-08,4.29942771627778e-05
via02,1,16,91,toluene,0.001819048,4.59814911111111e-05,11,1.33598155e-05,4.08216584722222e-08,4.60223127695833e-05
via02,1,17,156,toluene,0.001819048,7.88254133333333e-05,15,1.33598155e-05,5.56658979166667e-08,7.888107923125e-05
via02,1,18,205,toluene,0.001819048,0.000103584677777778,18,1.33598155e-05,6.67990775e-08,0.000103651476855278
via02,1,19,189,toluene,0.001819048,9.550002e-05,21,1.33598155e-05,7.79322570833333e-08,9.55779522570833e-05
via02,1,20,94,toluene,0.001819048,4.74973644444444e-05,4,1.33598155e-05,1.48442394444444e-08,4.75122086838889e-05
via02,1,21,26,toluene,0.001819048,1.31375688888889e-05,3,1.33598155e-05,1.11331795833333e-08,1.31487020684722e-05
via02,1,22,18,toluene,0.001819048,9.09524e-06,2,1.33598155e-05,7.42211972222222e-09,9.10266211972222e-06
via02,1,23,11,toluene,0.001819048,5.55820222222222e-06,1,1.33598155e-05,3.71105986111111e-09,5.56191328208333e-06
