Roadway,Hour,Pollutant,EF
via04,0,CO2,0.827538901666667
via04,1,CO2,1.2413083525
via04,2,CO2,1.21730629202778
via04,3,CO2,2.18635091355555
via04,4,CO2,3.07264164491666
via04,5,CO2,7.33858752138889
via04,6,CO2,9.30067882491666
via04,7,CO2,20.3284416345834
via04,8,CO2,23.0833220705555
via04,9,CO2,28.1660591399445
via04,10,CO2,34.0630807592778
via04,11,CO2,23.0485723013333
via04,12,CO2,19.5621612055833
via04,13,CO2,15.7207324886945
via04,14,CO2,15.9797418679445
via04,15,CO2,16.6765227585
via04,16,CO2,16.3695092583056
via04,17,CO2,24.9626594839166
via04,18,CO2,31.4282106256666
via04,19,CO2,32.5147589065833
via04,20,CO2,10.9930130404444
via04,21,CO2,4.56221166791666
via04,22,CO2,3.09664370538889
via04,23,CO2,1.71382963302778
