Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via02,1,0,0,benzene,9.3518695e-05,0
via02,1,1,0,benzene,9.3518695e-05,0
via02,1,2,1,benzene,9.3518695e-05,2.59774152777778e-08
via02,1,3,2,benzene,9.3518695e-05,5.19548305555556e-08
via02,1,4,3,benzene,9.3518695e-05,7.79322458333333e-08
via02,1,5,8,benzene,9.3518695e-05,2.07819322222222e-07
via02,1,6,9,benzene,9.3518695e-05,2.337967375e-07
via02,1,7,15,benzene,9.3518695e-05,3.89661229166667e-07
via02,1,8,14,benzene,9.3518695e-05,3.63683813888889e-07
via02,1,9,16,benzene,9.3518695e-05,4.15638644444444e-07
via02,1,10,22,benzene,9.3518695e-05,5.71503136111111e-07
via02,1,11,12,benzene,9.3518695e-05,3.11728983333333e-07
via02,1,12,9,benzene,9.3518695e-05,2.337967375e-07
via02,1,13,7,benzene,9.3518695e-05,1.81841906944444e-07
via02,1,14,10,benzene,9.3518695e-05,2.59774152777778e-07
via02,1,15,12,benzene,9.3518695e-05,3.11728983333333e-07
via02,1,16,11,benzene,9.3518695e-05,2.85751568055556e-07
via02,1,17,15,benzene,9.3518695e-05,3.89661229166667e-07
via02,1,18,18,benzene,9.3518695e-05,4.67593475e-07
via02,1,19,21,benzene,9.3518695e-05,5.45525720833333e-07
via02,1,20,4,benzene,9.3518695e-05,1.03909661111111e-07
via02,1,21,3,benzene,9.3518695e-05,7.79322458333333e-08
via02,1,22,2,benzene,9.3518695e-05,5.19548305555556e-08
via02,1,23,1,benzene,9.3518695e-05,2.59774152777778e-08
