Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s,Heavy Vehicles,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s,EF
via02,1,0,10,mp-xylene,0.0009492977,2.63693805555556e-06,0,0.001309262,0,2.63693805555556e-06
via02,1,1,15,mp-xylene,0.0009492977,3.95540708333333e-06,0,0.001309262,0,3.95540708333333e-06
via02,1,2,5,mp-xylene,0.0009492977,1.31846902777778e-06,1,0.001309262,3.63683888888889e-07,1.68215291666667e-06
via02,1,3,7,mp-xylene,0.0009492977,1.84585663888889e-06,2,0.001309262,7.27367777777778e-07,2.57322441666667e-06
via02,1,4,8,mp-xylene,0.0009492977,2.10955044444444e-06,3,0.001309262,1.09105166666667e-06,3.20060211111111e-06
via02,1,5,11,mp-xylene,0.0009492977,2.90063186111111e-06,8,0.001309262,2.90947111111111e-06,5.81010297222222e-06
via02,1,6,25,mp-xylene,0.0009492977,6.59234513888889e-06,9,0.001309262,3.273155e-06,9.86550013888889e-06
via02,1,7,100,mp-xylene,0.0009492977,2.63693805555556e-05,15,0.001309262,5.45525833333333e-06,3.18246388888889e-05
via02,1,8,143,mp-xylene,0.0009492977,3.77082141944444e-05,14,0.001309262,5.09157444444444e-06,4.27997886388889e-05
via02,1,9,185,mp-xylene,0.0009492977,4.87833540277778e-05,16,0.001309262,5.81894222222222e-06,5.460229625e-05
via02,1,10,198,mp-xylene,0.0009492977,5.22113735e-05,22,0.001309262,8.00104555555556e-06,6.02124190555556e-05
via02,1,11,162,mp-xylene,0.0009492977,4.27183965e-05,12,0.001309262,4.36420666666667e-06,4.70826031666667e-05
via02,1,12,149,mp-xylene,0.0009492977,3.92903770277778e-05,9,0.001309262,3.273155e-06,4.25635320277778e-05
via02,1,13,122,mp-xylene,0.0009492977,3.21706442777778e-05,7,0.001309262,2.54578722222222e-06,3.47164315e-05
via02,1,14,96,mp-xylene,0.0009492977,2.53146053333333e-05,10,0.001309262,3.63683888888889e-06,2.89514442222222e-05
via02,1,15,85,mp-xylene,0.0009492977,2.24139734722222e-05,12,0.001309262,4.36420666666667e-06,2.67781801388889e-05
via02,1,16,91,mp-xylene,0.0009492977,2.39961363055556e-05,11,0.001309262,4.00052277777778e-06,2.79966590833333e-05
via02,1,17,156,mp-xylene,0.0009492977,4.11362336666667e-05,15,0.001309262,5.45525833333333e-06,4.6591492e-05
via02,1,18,205,mp-xylene,0.0009492977,5.40572301388889e-05,18,0.001309262,6.54631e-06,6.06035401388889e-05
via02,1,19,189,mp-xylene,0.0009492977,4.983812925e-05,21,0.001309262,7.63736166666667e-06,5.74754909166667e-05
via02,1,20,94,mp-xylene,0.0009492977,2.47872177222222e-05,4,0.001309262,1.45473555555556e-06,2.62419532777778e-05
via02,1,21,26,mp-xylene,0.0009492977,6.85603894444444e-06,3,0.001309262,1.09105166666667e-06,7.94709061111111e-06
via02,1,22,18,mp-xylene,0.0009492977,4.7464885e-06,2,0.001309262,7.27367777777778e-07,5.47385627777778e-06
via02,1,23,11,mp-xylene,0.0009492977,2.90063186111111e-06,1,0.001309262,3.63683888888889e-07,3.26431575e-06
