Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via02,1,0,0,CO2 fuel,1509.9488,0
via02,1,1,0,CO2 fuel,1509.9488,0
via02,1,2,1,CO2 fuel,1509.9488,0.419430222222222
via02,1,3,2,CO2 fuel,1509.9488,0.838860444444444
via02,1,4,3,CO2 fuel,1509.9488,1.25829066666667
via02,1,5,8,CO2 fuel,1509.9488,3.35544177777778
via02,1,6,9,CO2 fuel,1509.9488,3.774872
via02,1,7,15,CO2 fuel,1509.9488,6.29145333333333
via02,1,8,14,CO2 fuel,1509.9488,5.87202311111111
via02,1,9,16,CO2 fuel,1509.9488,6.71088355555556
via02,1,10,22,CO2 fuel,1509.9488,9.22746488888889
via02,1,11,12,CO2 fuel,1509.9488,5.03316266666667
via02,1,12,9,CO2 fuel,1509.9488,3.774872
via02,1,13,7,CO2 fuel,1509.9488,2.93601155555556
via02,1,14,10,CO2 fuel,1509.9488,4.19430222222222
via02,1,15,12,CO2 fuel,1509.9488,5.03316266666667
via02,1,16,11,CO2 fuel,1509.9488,4.61373244444444
via02,1,17,15,CO2 fuel,1509.9488,6.29145333333333
via02,1,18,18,CO2 fuel,1509.9488,7.549744
via02,1,19,21,CO2 fuel,1509.9488,8.80803466666667
via02,1,20,4,CO2 fuel,1509.9488,1.67772088888889
via02,1,21,3,CO2 fuel,1509.9488,1.25829066666667
via02,1,22,2,CO2 fuel,1509.9488,0.838860444444444
via02,1,23,1,CO2 fuel,1509.9488,0.419430222222222
