Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,toluene,2.515359e-05,0
via01,1,1,0,toluene,2.515359e-05,0
via01,1,2,1,toluene,2.515359e-05,6.98710833333333e-09
via01,1,3,2,toluene,2.515359e-05,1.39742166666667e-08
via01,1,4,3,toluene,2.515359e-05,2.0961325e-08
via01,1,5,8,toluene,2.515359e-05,5.58968666666667e-08
via01,1,6,9,toluene,2.515359e-05,6.2883975e-08
via01,1,7,15,toluene,2.515359e-05,1.04806625e-07
via01,1,8,14,toluene,2.515359e-05,9.78195166666667e-08
via01,1,9,16,toluene,2.515359e-05,1.11793733333333e-07
via01,1,10,22,toluene,2.515359e-05,1.53716383333333e-07
via01,1,11,12,toluene,2.515359e-05,8.38453e-08
via01,1,12,9,toluene,2.515359e-05,6.2883975e-08
via01,1,13,7,toluene,2.515359e-05,4.89097583333333e-08
via01,1,14,10,toluene,2.515359e-05,6.98710833333333e-08
via01,1,15,12,toluene,2.515359e-05,8.38453e-08
via01,1,16,11,toluene,2.515359e-05,7.68581916666667e-08
via01,1,17,15,toluene,2.515359e-05,1.04806625e-07
via01,1,18,18,toluene,2.515359e-05,1.2576795e-07
via01,1,19,21,toluene,2.515359e-05,1.46729275e-07
via01,1,20,4,toluene,2.515359e-05,2.79484333333333e-08
via01,1,21,3,toluene,2.515359e-05,2.0961325e-08
via01,1,22,2,toluene,2.515359e-05,1.39742166666667e-08
via01,1,23,1,toluene,2.515359e-05,6.98710833333333e-09
