Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via02,1,0,0,Pb,2.40131845e-07,0
via02,1,1,0,Pb,2.40131845e-07,0
via02,1,2,1,Pb,2.40131845e-07,6.67032902777778e-11
via02,1,3,2,Pb,2.40131845e-07,1.33406580555556e-10
via02,1,4,3,Pb,2.40131845e-07,2.00109870833333e-10
via02,1,5,8,Pb,2.40131845e-07,5.33626322222222e-10
via02,1,6,9,Pb,2.40131845e-07,6.003296125e-10
via02,1,7,15,Pb,2.40131845e-07,1.00054935416667e-09
via02,1,8,14,Pb,2.40131845e-07,9.33846063888889e-10
via02,1,9,16,Pb,2.40131845e-07,1.06725264444444e-09
via02,1,10,22,Pb,2.40131845e-07,1.46747238611111e-09
via02,1,11,12,Pb,2.40131845e-07,8.00439483333333e-10
via02,1,12,9,Pb,2.40131845e-07,6.003296125e-10
via02,1,13,7,Pb,2.40131845e-07,4.66923031944444e-10
via02,1,14,10,Pb,2.40131845e-07,6.67032902777778e-10
via02,1,15,12,Pb,2.40131845e-07,8.00439483333333e-10
via02,1,16,11,Pb,2.40131845e-07,7.33736193055556e-10
via02,1,17,15,Pb,2.40131845e-07,1.00054935416667e-09
via02,1,18,18,Pb,2.40131845e-07,1.200659225e-09
via02,1,19,21,Pb,2.40131845e-07,1.40076909583333e-09
via02,1,20,4,Pb,2.40131845e-07,2.66813161111111e-10
via02,1,21,3,Pb,2.40131845e-07,2.00109870833333e-10
via02,1,22,2,Pb,2.40131845e-07,1.33406580555556e-10
via02,1,23,1,Pb,2.40131845e-07,6.67032902777778e-11
