Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s,Heavy Vehicles,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s,EF
via03,1,0,10,Cd,9.607722e-09,2.66881166666667e-11,0,3.455314845e-08,0,2.66881166666667e-11
via03,1,1,15,Cd,9.607722e-09,4.0032175e-11,0,3.455314845e-08,0,4.0032175e-11
via03,1,2,5,Cd,9.607722e-09,1.33440583333333e-11,1,3.455314845e-08,9.59809679166667e-12,2.2942155125e-11
via03,1,3,7,Cd,9.607722e-09,1.86816816666667e-11,2,3.455314845e-08,1.91961935833333e-11,3.787787525e-11
via03,1,4,8,Cd,9.607722e-09,2.13504933333333e-11,3,3.455314845e-08,2.8794290375e-11,5.01447837083333e-11
via03,1,5,11,Cd,9.607722e-09,2.93569283333333e-11,8,3.455314845e-08,7.67847743333333e-11,1.06141702666667e-10
via03,1,6,25,Cd,9.607722e-09,6.67202916666667e-11,9,3.455314845e-08,8.6382871125e-11,1.53103162791667e-10
via03,1,7,100,Cd,9.607722e-09,2.66881166666667e-10,15,3.455314845e-08,1.43971451875e-10,4.10852618541667e-10
via03,1,8,143,Cd,9.607722e-09,3.81640068333333e-10,14,3.455314845e-08,1.34373355083333e-10,5.16013423416667e-10
via03,1,9,185,Cd,9.607722e-09,4.93730158333333e-10,16,3.455314845e-08,1.53569548666667e-10,6.47299707e-10
via03,1,10,198,Cd,9.607722e-09,5.2842471e-10,22,3.455314845e-08,2.11158129416667e-10,7.39582839416667e-10
via03,1,11,162,Cd,9.607722e-09,4.3234749e-10,12,3.455314845e-08,1.151771615e-10,5.475246515e-10
via03,1,12,149,Cd,9.607722e-09,3.97652938333333e-10,9,3.455314845e-08,8.6382871125e-11,4.84035809458333e-10
via03,1,13,122,Cd,9.607722e-09,3.25595023333333e-10,7,3.455314845e-08,6.71866775416667e-11,3.92781700875e-10
via03,1,14,96,Cd,9.607722e-09,2.5620592e-10,10,3.455314845e-08,9.59809679166667e-11,3.52186887916667e-10
via03,1,15,85,Cd,9.607722e-09,2.26848991666667e-10,12,3.455314845e-08,1.151771615e-10,3.42026153166667e-10
via03,1,16,91,Cd,9.607722e-09,2.42861861666667e-10,11,3.455314845e-08,1.05579064708333e-10,3.48440926375e-10
via03,1,17,156,Cd,9.607722e-09,4.1633462e-10,15,3.455314845e-08,1.43971451875e-10,5.60306071875e-10
via03,1,18,205,Cd,9.607722e-09,5.47106391666667e-10,18,3.455314845e-08,1.7276574225e-10,7.19872133916667e-10
via03,1,19,189,Cd,9.607722e-09,5.04405405e-10,21,3.455314845e-08,2.01560032625e-10,7.05965437625e-10
via03,1,20,94,Cd,9.607722e-09,2.50868296666667e-10,4,3.455314845e-08,3.83923871666667e-11,2.89260683833333e-10
via03,1,21,26,Cd,9.607722e-09,6.93891033333333e-11,3,3.455314845e-08,2.8794290375e-11,9.81833937083333e-11
via03,1,22,18,Cd,9.607722e-09,4.803861e-11,2,3.455314845e-08,1.91961935833333e-11,6.72348035833333e-11
via03,1,23,11,Cd,9.607722e-09,2.93569283333333e-11,1,3.455314845e-08,9.59809679166667e-12,3.8955025125e-11
