Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,PM Tyres,0.06084129,0
via04,1,1,0,PM Tyres,0.06084129,0
via04,1,2,1,PM Tyres,0.06084129,1.69003583333333e-05
via04,1,3,2,PM Tyres,0.06084129,3.38007166666667e-05
via04,1,4,3,PM Tyres,0.06084129,5.0701075e-05
via04,1,5,8,PM Tyres,0.06084129,0.000135202866666667
via04,1,6,9,PM Tyres,0.06084129,0.000152103225
via04,1,7,15,PM Tyres,0.06084129,0.000253505375
via04,1,8,14,PM Tyres,0.06084129,0.000236605016666667
via04,1,9,16,PM Tyres,0.06084129,0.000270405733333333
via04,1,10,22,PM Tyres,0.06084129,0.000371807883333333
via04,1,11,12,PM Tyres,0.06084129,0.0002028043
via04,1,12,9,PM Tyres,0.06084129,0.000152103225
via04,1,13,7,PM Tyres,0.06084129,0.000118302508333333
via04,1,14,10,PM Tyres,0.06084129,0.000169003583333333
via04,1,15,12,PM Tyres,0.06084129,0.0002028043
via04,1,16,11,PM Tyres,0.06084129,0.000185903941666667
via04,1,17,15,PM Tyres,0.06084129,0.000253505375
via04,1,18,18,PM Tyres,0.06084129,0.00030420645
via04,1,19,21,PM Tyres,0.06084129,0.000354907525
via04,1,20,4,PM Tyres,0.06084129,6.76014333333333e-05
via04,1,21,3,PM Tyres,0.06084129,5.0701075e-05
via04,1,22,2,PM Tyres,0.06084129,3.38007166666667e-05
via04,1,23,1,PM Tyres,0.06084129,1.69003583333333e-05
