Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,VOC,0.089308419,0
via03,1,1,0,VOC,0.089308419,0
via03,1,2,1,VOC,0.089308419,2.48078941666667e-05
via03,1,3,2,VOC,0.089308419,4.96157883333333e-05
via03,1,4,3,VOC,0.089308419,7.44236825e-05
via03,1,5,8,VOC,0.089308419,0.000198463153333333
via03,1,6,9,VOC,0.089308419,0.0002232710475
via03,1,7,15,VOC,0.089308419,0.0003721184125
via03,1,8,14,VOC,0.089308419,0.000347310518333333
via03,1,9,16,VOC,0.089308419,0.000396926306666667
via03,1,10,22,VOC,0.089308419,0.000545773671666667
via03,1,11,12,VOC,0.089308419,0.00029769473
via03,1,12,9,VOC,0.089308419,0.0002232710475
via03,1,13,7,VOC,0.089308419,0.000173655259166667
via03,1,14,10,VOC,0.089308419,0.000248078941666667
via03,1,15,12,VOC,0.089308419,0.00029769473
via03,1,16,11,VOC,0.089308419,0.000272886835833333
via03,1,17,15,VOC,0.089308419,0.0003721184125
via03,1,18,18,VOC,0.089308419,0.000446542095
via03,1,19,21,VOC,0.089308419,0.0005209657775
via03,1,20,4,VOC,0.089308419,9.92315766666667e-05
via03,1,21,3,VOC,0.089308419,7.44236825e-05
via03,1,22,2,VOC,0.089308419,4.96157883333333e-05
via03,1,23,1,VOC,0.089308419,2.48078941666667e-05
