Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,NH3 lightweight,0,0
via01,1,1,0,NH3 lightweight,0,0
via01,1,2,1,NH3 lightweight,0,0
via01,1,3,2,NH3 lightweight,0,0
via01,1,4,3,NH3 lightweight,0,0
via01,1,5,8,NH3 lightweight,0,0
via01,1,6,9,NH3 lightweight,0,0
via01,1,7,15,NH3 lightweight,0,0
via01,1,8,14,NH3 lightweight,0,0
via01,1,9,16,NH3 lightweight,0,0
via01,1,10,22,NH3 lightweight,0,0
via01,1,11,12,NH3 lightweight,0,0
via01,1,12,9,NH3 lightweight,0,0
via01,1,13,7,NH3 lightweight,0,0
via01,1,14,10,NH3 lightweight,0,0
via01,1,15,12,NH3 lightweight,0,0
via01,1,16,11,NH3 lightweight,0,0
via01,1,17,15,NH3 lightweight,0,0
via01,1,18,18,NH3 lightweight,0,0
via01,1,19,21,NH3 lightweight,0,0
via01,1,20,4,NH3 lightweight,0,0
via01,1,21,3,NH3 lightweight,0,0
via01,1,22,2,NH3 lightweight,0,0
via01,1,23,1,NH3 lightweight,0,0
