Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via02,1,0,0,PM Exhaust,0.06150052,0
via02,1,1,0,PM Exhaust,0.06150052,0
via02,1,2,1,PM Exhaust,0.06150052,1.70834777777778e-05
via02,1,3,2,PM Exhaust,0.06150052,3.41669555555556e-05
via02,1,4,3,PM Exhaust,0.06150052,5.12504333333333e-05
via02,1,5,8,PM Exhaust,0.06150052,0.000136667822222222
via02,1,6,9,PM Exhaust,0.06150052,0.0001537513
via02,1,7,15,PM Exhaust,0.06150052,0.000256252166666667
via02,1,8,14,PM Exhaust,0.06150052,0.000239168688888889
via02,1,9,16,PM Exhaust,0.06150052,0.000273335644444444
via02,1,10,22,PM Exhaust,0.06150052,0.000375836511111111
via02,1,11,12,PM Exhaust,0.06150052,0.000205001733333333
via02,1,12,9,PM Exhaust,0.06150052,0.0001537513
via02,1,13,7,PM Exhaust,0.06150052,0.000119584344444444
via02,1,14,10,PM Exhaust,0.06150052,0.000170834777777778
via02,1,15,12,PM Exhaust,0.06150052,0.000205001733333333
via02,1,16,11,PM Exhaust,0.06150052,0.000187918255555556
via02,1,17,15,PM Exhaust,0.06150052,0.000256252166666667
via02,1,18,18,PM Exhaust,0.06150052,0.0003075026
via02,1,19,21,PM Exhaust,0.06150052,0.000358753033333333
via02,1,20,4,PM Exhaust,0.06150052,6.83339111111111e-05
via02,1,21,3,PM Exhaust,0.06150052,5.12504333333333e-05
via02,1,22,2,PM Exhaust,0.06150052,3.41669555555556e-05
via02,1,23,1,PM Exhaust,0.06150052,1.70834777777778e-05
