Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,Ni,7.850284e-08,0
via01,1,1,0,Ni,7.850284e-08,0
via01,1,2,1,Ni,7.850284e-08,2.18063444444444e-11
via01,1,3,2,Ni,7.850284e-08,4.36126888888889e-11
via01,1,4,3,Ni,7.850284e-08,6.54190333333333e-11
via01,1,5,8,Ni,7.850284e-08,1.74450755555556e-10
via01,1,6,9,Ni,7.850284e-08,1.962571e-10
via01,1,7,15,Ni,7.850284e-08,3.27095166666667e-10
via01,1,8,14,Ni,7.850284e-08,3.05288822222222e-10
via01,1,9,16,Ni,7.850284e-08,3.48901511111111e-10
via01,1,10,22,Ni,7.850284e-08,4.79739577777778e-10
via01,1,11,12,Ni,7.850284e-08,2.61676133333333e-10
via01,1,12,9,Ni,7.850284e-08,1.962571e-10
via01,1,13,7,Ni,7.850284e-08,1.52644411111111e-10
via01,1,14,10,Ni,7.850284e-08,2.18063444444444e-10
via01,1,15,12,Ni,7.850284e-08,2.61676133333333e-10
via01,1,16,11,Ni,7.850284e-08,2.39869788888889e-10
via01,1,17,15,Ni,7.850284e-08,3.27095166666667e-10
via01,1,18,18,Ni,7.850284e-08,3.925142e-10
via01,1,19,21,Ni,7.850284e-08,4.57933233333333e-10
via01,1,20,4,Ni,7.850284e-08,8.72253777777778e-11
via01,1,21,3,Ni,7.850284e-08,6.54190333333333e-11
via01,1,22,2,Ni,7.850284e-08,4.36126888888889e-11
via01,1,23,1,Ni,7.850284e-08,2.18063444444444e-11
