Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,mp-xylene,0.002465052,0
via01,1,1,0,mp-xylene,0.002465052,0
via01,1,2,1,mp-xylene,0.002465052,6.84736666666667e-07
via01,1,3,2,mp-xylene,0.002465052,1.36947333333333e-06
via01,1,4,3,mp-xylene,0.002465052,2.05421e-06
via01,1,5,8,mp-xylene,0.002465052,5.47789333333333e-06
via01,1,6,9,mp-xylene,0.002465052,6.16263e-06
via01,1,7,15,mp-xylene,0.002465052,1.027105e-05
via01,1,8,14,mp-xylene,0.002465052,9.58631333333333e-06
via01,1,9,16,mp-xylene,0.002465052,1.09557866666667e-05
via01,1,10,22,mp-xylene,0.002465052,1.50642066666667e-05
via01,1,11,12,mp-xylene,0.002465052,8.21684e-06
via01,1,12,9,mp-xylene,0.002465052,6.16263e-06
via01,1,13,7,mp-xylene,0.002465052,4.79315666666667e-06
via01,1,14,10,mp-xylene,0.002465052,6.84736666666667e-06
via01,1,15,12,mp-xylene,0.002465052,8.21684e-06
via01,1,16,11,mp-xylene,0.002465052,7.53210333333333e-06
via01,1,17,15,mp-xylene,0.002465052,1.027105e-05
via01,1,18,18,mp-xylene,0.002465052,1.232526e-05
via01,1,19,21,mp-xylene,0.002465052,1.437947e-05
via01,1,20,4,mp-xylene,0.002465052,2.73894666666667e-06
via01,1,21,3,mp-xylene,0.002465052,2.05421e-06
via01,1,22,2,mp-xylene,0.002465052,1.36947333333333e-06
via01,1,23,1,mp-xylene,0.002465052,6.84736666666667e-07
