Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s,Heavy Vehicles,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s,EF
via02,1,0,10,benzene,0.001226509,3.40696944444444e-06,0,9.3518695e-05,0,3.40696944444444e-06
via02,1,1,15,benzene,0.001226509,5.11045416666667e-06,0,9.3518695e-05,0,5.11045416666667e-06
via02,1,2,5,benzene,0.001226509,1.70348472222222e-06,1,9.3518695e-05,2.59774152777778e-08,1.7294621375e-06
via02,1,3,7,benzene,0.001226509,2.38487861111111e-06,2,9.3518695e-05,5.19548305555556e-08,2.43683344166667e-06
via02,1,4,8,benzene,0.001226509,2.72557555555556e-06,3,9.3518695e-05,7.79322458333333e-08,2.80350780138889e-06
via02,1,5,11,benzene,0.001226509,3.74766638888889e-06,8,9.3518695e-05,2.07819322222222e-07,3.95548571111111e-06
via02,1,6,25,benzene,0.001226509,8.51742361111111e-06,9,9.3518695e-05,2.337967375e-07,8.75122034861111e-06
via02,1,7,100,benzene,0.001226509,3.40696944444444e-05,15,9.3518695e-05,3.89661229166667e-07,3.44593556736111e-05
via02,1,8,143,benzene,0.001226509,4.87196630555556e-05,14,9.3518695e-05,3.63683813888889e-07,4.90833468694444e-05
via02,1,9,185,benzene,0.001226509,6.30289347222222e-05,16,9.3518695e-05,4.15638644444444e-07,6.34445733666667e-05
via02,1,10,198,benzene,0.001226509,6.7457995e-05,22,9.3518695e-05,5.71503136111111e-07,6.80294981361111e-05
via02,1,11,162,benzene,0.001226509,5.5192905e-05,12,9.3518695e-05,3.11728983333333e-07,5.55046339833333e-05
via02,1,12,149,benzene,0.001226509,5.07638447222222e-05,9,9.3518695e-05,2.337967375e-07,5.09976414597222e-05
via02,1,13,122,benzene,0.001226509,4.15650272222222e-05,7,9.3518695e-05,1.81841906944444e-07,4.17468691291667e-05
via02,1,14,96,benzene,0.001226509,3.27069066666667e-05,10,9.3518695e-05,2.59774152777778e-07,3.29666808194444e-05
via02,1,15,85,benzene,0.001226509,2.89592402777778e-05,12,9.3518695e-05,3.11728983333333e-07,2.92709692611111e-05
via02,1,16,91,benzene,0.001226509,3.10034219444444e-05,11,9.3518695e-05,2.85751568055556e-07,3.12891735125e-05
via02,1,17,156,benzene,0.001226509,5.31487233333333e-05,15,9.3518695e-05,3.89661229166667e-07,5.35383845625e-05
via02,1,18,205,benzene,0.001226509,6.98428736111111e-05,18,9.3518695e-05,4.67593475e-07,7.03104670861111e-05
via02,1,19,189,benzene,0.001226509,6.43917225e-05,21,9.3518695e-05,5.45525720833333e-07,6.49372482208333e-05
via02,1,20,94,benzene,0.001226509,3.20255127777778e-05,4,9.3518695e-05,1.03909661111111e-07,3.21294224388889e-05
via02,1,21,26,benzene,0.001226509,8.85812055555556e-06,3,9.3518695e-05,7.79322458333333e-08,8.93605280138889e-06
via02,1,22,18,benzene,0.001226509,6.132545e-06,2,9.3518695e-05,5.19548305555556e-08,6.18449983055556e-06
via02,1,23,11,benzene,0.001226509,3.74766638888889e-06,1,9.3518695e-05,2.59774152777778e-08,3.77364380416667e-06
