Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,As,9.199614375e-08,0
via04,1,1,0,As,9.199614375e-08,0
via04,1,2,1,As,9.199614375e-08,2.5554484375e-11
via04,1,3,2,As,9.199614375e-08,5.110896875e-11
via04,1,4,3,As,9.199614375e-08,7.6663453125e-11
via04,1,5,8,As,9.199614375e-08,2.04435875e-10
via04,1,6,9,As,9.199614375e-08,2.29990359375e-10
via04,1,7,15,As,9.199614375e-08,3.83317265625e-10
via04,1,8,14,As,9.199614375e-08,3.5776278125e-10
via04,1,9,16,As,9.199614375e-08,4.0887175e-10
via04,1,10,22,As,9.199614375e-08,5.6219865625e-10
via04,1,11,12,As,9.199614375e-08,3.066538125e-10
via04,1,12,9,As,9.199614375e-08,2.29990359375e-10
via04,1,13,7,As,9.199614375e-08,1.78881390625e-10
via04,1,14,10,As,9.199614375e-08,2.5554484375e-10
via04,1,15,12,As,9.199614375e-08,3.066538125e-10
via04,1,16,11,As,9.199614375e-08,2.81099328125e-10
via04,1,17,15,As,9.199614375e-08,3.83317265625e-10
via04,1,18,18,As,9.199614375e-08,4.5998071875e-10
via04,1,19,21,As,9.199614375e-08,5.36644171875e-10
via04,1,20,4,As,9.199614375e-08,1.022179375e-10
via04,1,21,3,As,9.199614375e-08,7.6663453125e-11
via04,1,22,2,As,9.199614375e-08,5.110896875e-11
via04,1,23,1,As,9.199614375e-08,2.5554484375e-11
