Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via03,1,0,0,CO2 fuel,2172.701985,0
via03,1,1,0,CO2 fuel,2172.701985,0
via03,1,2,1,CO2 fuel,2172.701985,0.603528329166667
via03,1,3,2,CO2 fuel,2172.701985,1.20705665833333
via03,1,4,3,CO2 fuel,2172.701985,1.8105849875
via03,1,5,8,CO2 fuel,2172.701985,4.82822663333333
via03,1,6,9,CO2 fuel,2172.701985,5.4317549625
via03,1,7,15,CO2 fuel,2172.701985,9.0529249375
via03,1,8,14,CO2 fuel,2172.701985,8.44939660833333
via03,1,9,16,CO2 fuel,2172.701985,9.65645326666667
via03,1,10,22,CO2 fuel,2172.701985,13.2776232416667
via03,1,11,12,CO2 fuel,2172.701985,7.24233995
via03,1,12,9,CO2 fuel,2172.701985,5.4317549625
via03,1,13,7,CO2 fuel,2172.701985,4.22469830416667
via03,1,14,10,CO2 fuel,2172.701985,6.03528329166667
via03,1,15,12,CO2 fuel,2172.701985,7.24233995
via03,1,16,11,CO2 fuel,2172.701985,6.63881162083333
via03,1,17,15,CO2 fuel,2172.701985,9.0529249375
via03,1,18,18,CO2 fuel,2172.701985,10.863509925
via03,1,19,21,CO2 fuel,2172.701985,12.6740949125
via03,1,20,4,CO2 fuel,2172.701985,2.41411331666667
via03,1,21,3,CO2 fuel,2172.701985,1.8105849875
via03,1,22,2,CO2 fuel,2172.701985,1.20705665833333
via03,1,23,1,CO2 fuel,2172.701985,0.603528329166667
