Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via02,1,0,0,VOC,0.07745852,0
via02,1,1,0,VOC,0.07745852,0
via02,1,2,1,VOC,0.07745852,2.15162555555556e-05
via02,1,3,2,VOC,0.07745852,4.30325111111111e-05
via02,1,4,3,VOC,0.07745852,6.45487666666667e-05
via02,1,5,8,VOC,0.07745852,0.000172130044444444
via02,1,6,9,VOC,0.07745852,0.0001936463
via02,1,7,15,VOC,0.07745852,0.000322743833333333
via02,1,8,14,VOC,0.07745852,0.000301227577777778
via02,1,9,16,VOC,0.07745852,0.000344260088888889
via02,1,10,22,VOC,0.07745852,0.000473357622222222
via02,1,11,12,VOC,0.07745852,0.000258195066666667
via02,1,12,9,VOC,0.07745852,0.0001936463
via02,1,13,7,VOC,0.07745852,0.000150613788888889
via02,1,14,10,VOC,0.07745852,0.000215162555555556
via02,1,15,12,VOC,0.07745852,0.000258195066666667
via02,1,16,11,VOC,0.07745852,0.000236678811111111
via02,1,17,15,VOC,0.07745852,0.000322743833333333
via02,1,18,18,VOC,0.07745852,0.0003872926
via02,1,19,21,VOC,0.07745852,0.000451841366666667
via02,1,20,4,VOC,0.07745852,8.60650222222222e-05
via02,1,21,3,VOC,0.07745852,6.45487666666667e-05
via02,1,22,2,VOC,0.07745852,4.30325111111111e-05
via02,1,23,1,VOC,0.07745852,2.15162555555556e-05
