Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,Ni,1.839922375e-07,0
via04,1,1,0,Ni,1.839922375e-07,0
via04,1,2,1,Ni,1.839922375e-07,5.11089548611111e-11
via04,1,3,2,Ni,1.839922375e-07,1.02217909722222e-10
via04,1,4,3,Ni,1.839922375e-07,1.53326864583333e-10
via04,1,5,8,Ni,1.839922375e-07,4.08871638888889e-10
via04,1,6,9,Ni,1.839922375e-07,4.5998059375e-10
via04,1,7,15,Ni,1.839922375e-07,7.66634322916667e-10
via04,1,8,14,Ni,1.839922375e-07,7.15525368055556e-10
via04,1,9,16,Ni,1.839922375e-07,8.17743277777778e-10
via04,1,10,22,Ni,1.839922375e-07,1.12439700694444e-09
via04,1,11,12,Ni,1.839922375e-07,6.13307458333333e-10
via04,1,12,9,Ni,1.839922375e-07,4.5998059375e-10
via04,1,13,7,Ni,1.839922375e-07,3.57762684027778e-10
via04,1,14,10,Ni,1.839922375e-07,5.11089548611111e-10
via04,1,15,12,Ni,1.839922375e-07,6.13307458333333e-10
via04,1,16,11,Ni,1.839922375e-07,5.62198503472222e-10
via04,1,17,15,Ni,1.839922375e-07,7.66634322916667e-10
via04,1,18,18,Ni,1.839922375e-07,9.199611875e-10
via04,1,19,21,Ni,1.839922375e-07,1.07328805208333e-09
via04,1,20,4,Ni,1.839922375e-07,2.04435819444444e-10
via04,1,21,3,Ni,1.839922375e-07,1.53326864583333e-10
via04,1,22,2,Ni,1.839922375e-07,1.02217909722222e-10
via04,1,23,1,Ni,1.839922375e-07,5.11089548611111e-11
