Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,NOx,6.500437,0
via01,1,1,0,NOx,6.500437,0
via01,1,2,1,NOx,6.500437,0.00180567694444444
via01,1,3,2,NOx,6.500437,0.00361135388888889
via01,1,4,3,NOx,6.500437,0.00541703083333333
via01,1,5,8,NOx,6.500437,0.0144454155555556
via01,1,6,9,NOx,6.500437,0.0162510925
via01,1,7,15,NOx,6.500437,0.0270851541666667
via01,1,8,14,NOx,6.500437,0.0252794772222222
via01,1,9,16,NOx,6.500437,0.0288908311111111
via01,1,10,22,NOx,6.500437,0.0397248927777778
via01,1,11,12,NOx,6.500437,0.0216681233333333
via01,1,12,9,NOx,6.500437,0.0162510925
via01,1,13,7,NOx,6.500437,0.0126397386111111
via01,1,14,10,NOx,6.500437,0.0180567694444444
via01,1,15,12,NOx,6.500437,0.0216681233333333
via01,1,16,11,NOx,6.500437,0.0198624463888889
via01,1,17,15,NOx,6.500437,0.0270851541666667
via01,1,18,18,NOx,6.500437,0.032502185
via01,1,19,21,NOx,6.500437,0.0379192158333333
via01,1,20,4,NOx,6.500437,0.00722270777777778
via01,1,21,3,NOx,6.500437,0.00541703083333333
via01,1,22,2,NOx,6.500437,0.00361135388888889
via01,1,23,1,NOx,6.500437,0.00180567694444444
