Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via02,1,0,0,Cd,2.40131845e-08,0
via02,1,1,0,Cd,2.40131845e-08,0
via02,1,2,1,Cd,2.40131845e-08,6.67032902777778e-12
via02,1,3,2,Cd,2.40131845e-08,1.33406580555556e-11
via02,1,4,3,Cd,2.40131845e-08,2.00109870833333e-11
via02,1,5,8,Cd,2.40131845e-08,5.33626322222222e-11
via02,1,6,9,Cd,2.40131845e-08,6.003296125e-11
via02,1,7,15,Cd,2.40131845e-08,1.00054935416667e-10
via02,1,8,14,Cd,2.40131845e-08,9.33846063888889e-11
via02,1,9,16,Cd,2.40131845e-08,1.06725264444444e-10
via02,1,10,22,Cd,2.40131845e-08,1.46747238611111e-10
via02,1,11,12,Cd,2.40131845e-08,8.00439483333333e-11
via02,1,12,9,Cd,2.40131845e-08,6.003296125e-11
via02,1,13,7,Cd,2.40131845e-08,4.66923031944444e-11
via02,1,14,10,Cd,2.40131845e-08,6.67032902777778e-11
via02,1,15,12,Cd,2.40131845e-08,8.00439483333333e-11
via02,1,16,11,Cd,2.40131845e-08,7.33736193055555e-11
via02,1,17,15,Cd,2.40131845e-08,1.00054935416667e-10
via02,1,18,18,Cd,2.40131845e-08,1.200659225e-10
via02,1,19,21,Cd,2.40131845e-08,1.40076909583333e-10
via02,1,20,4,Cd,2.40131845e-08,2.66813161111111e-11
via02,1,21,3,Cd,2.40131845e-08,2.00109870833333e-11
via02,1,22,2,Cd,2.40131845e-08,1.33406580555556e-11
via02,1,23,1,Cd,2.40131845e-08,6.67032902777778e-12
