Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,toluene,1.5146002e-05,0
via04,1,1,0,toluene,1.5146002e-05,0
via04,1,2,1,toluene,1.5146002e-05,4.20722277777778e-09
via04,1,3,2,toluene,1.5146002e-05,8.41444555555556e-09
via04,1,4,3,toluene,1.5146002e-05,1.26216683333333e-08
via04,1,5,8,toluene,1.5146002e-05,3.36577822222222e-08
via04,1,6,9,toluene,1.5146002e-05,3.7865005e-08
via04,1,7,15,toluene,1.5146002e-05,6.31083416666667e-08
via04,1,8,14,toluene,1.5146002e-05,5.89011188888889e-08
via04,1,9,16,toluene,1.5146002e-05,6.73155644444444e-08
via04,1,10,22,toluene,1.5146002e-05,9.25589011111111e-08
via04,1,11,12,toluene,1.5146002e-05,5.04866733333333e-08
via04,1,12,9,toluene,1.5146002e-05,3.7865005e-08
via04,1,13,7,toluene,1.5146002e-05,2.94505594444444e-08
via04,1,14,10,toluene,1.5146002e-05,4.20722277777778e-08
via04,1,15,12,toluene,1.5146002e-05,5.04866733333333e-08
via04,1,16,11,toluene,1.5146002e-05,4.62794505555556e-08
via04,1,17,15,toluene,1.5146002e-05,6.31083416666667e-08
via04,1,18,18,toluene,1.5146002e-05,7.573001e-08
via04,1,19,21,toluene,1.5146002e-05,8.83516783333333e-08
via04,1,20,4,toluene,1.5146002e-05,1.68288911111111e-08
via04,1,21,3,toluene,1.5146002e-05,1.26216683333333e-08
via04,1,22,2,toluene,1.5146002e-05,8.41444555555556e-09
via04,1,23,1,toluene,1.5146002e-05,4.20722277777778e-09
