Roadway,Hour,Pollutant,EF
via04,0,N2O_all,5.91648333333334e-05
via04,1,N2O_all,8.874725e-05
via04,2,N2O_all,2.95824166666666e-05
via04,3,N2O_all,4.14153833333334e-05
via04,4,N2O_all,4.73318666666666e-05
via04,5,N2O_all,6.50813166666666e-05
via04,6,N2O_all,0.000147912083333333
via04,7,N2O_all,0.000591648333333334
via04,8,N2O_all,0.000846057116666666
via04,9,N2O_all,0.00109454941666667
via04,10,N2O_all,0.0011714637
via04,11,N2O_all,0.0009584703
via04,12,N2O_all,0.000881556016666666
via04,13,N2O_all,0.000721810966666666
via04,14,N2O_all,0.0005679824
via04,15,N2O_all,0.000502901083333334
via04,16,N2O_all,0.000538399983333334
via04,17,N2O_all,0.0009229714
via04,18,N2O_all,0.00121287908333333
via04,19,N2O_all,0.00111821535
via04,20,N2O_all,0.000556149433333334
via04,21,N2O_all,0.000153828566666667
via04,22,N2O_all,0.0001064967
via04,23,N2O_all,6.50813166666666e-05
