Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via01,1,0,0,Pb,1.962571e-07,0
via01,1,1,0,Pb,1.962571e-07,0
via01,1,2,1,Pb,1.962571e-07,5.45158611111111e-11
via01,1,3,2,Pb,1.962571e-07,1.09031722222222e-10
via01,1,4,3,Pb,1.962571e-07,1.63547583333333e-10
via01,1,5,8,Pb,1.962571e-07,4.36126888888889e-10
via01,1,6,9,Pb,1.962571e-07,4.9064275e-10
via01,1,7,15,Pb,1.962571e-07,8.17737916666667e-10
via01,1,8,14,Pb,1.962571e-07,7.63222055555556e-10
via01,1,9,16,Pb,1.962571e-07,8.72253777777778e-10
via01,1,10,22,Pb,1.962571e-07,1.19934894444444e-09
via01,1,11,12,Pb,1.962571e-07,6.54190333333333e-10
via01,1,12,9,Pb,1.962571e-07,4.9064275e-10
via01,1,13,7,Pb,1.962571e-07,3.81611027777778e-10
via01,1,14,10,Pb,1.962571e-07,5.45158611111111e-10
via01,1,15,12,Pb,1.962571e-07,6.54190333333333e-10
via01,1,16,11,Pb,1.962571e-07,5.99674472222222e-10
via01,1,17,15,Pb,1.962571e-07,8.17737916666667e-10
via01,1,18,18,Pb,1.962571e-07,9.812855e-10
via01,1,19,21,Pb,1.962571e-07,1.14483308333333e-09
via01,1,20,4,Pb,1.962571e-07,2.18063444444444e-10
via01,1,21,3,Pb,1.962571e-07,1.63547583333333e-10
via01,1,22,2,Pb,1.962571e-07,1.09031722222222e-10
via01,1,23,1,Pb,1.962571e-07,5.45158611111111e-11
