Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s
via01,1,0,10,PM Exhaust,0.05595565,0.000155432361111111
via01,1,1,15,PM Exhaust,0.05595565,0.000233148541666667
via01,1,2,5,PM Exhaust,0.05595565,7.77161805555556e-05
via01,1,3,7,PM Exhaust,0.05595565,0.000108802652777778
via01,1,4,8,PM Exhaust,0.05595565,0.000124345888888889
via01,1,5,11,PM Exhaust,0.05595565,0.000170975597222222
via01,1,6,25,PM Exhaust,0.05595565,0.000388580902777778
via01,1,7,100,PM Exhaust,0.05595565,0.00155432361111111
via01,1,8,143,PM Exhaust,0.05595565,0.00222268276388889
via01,1,9,185,PM Exhaust,0.05595565,0.00287549868055556
via01,1,10,198,PM Exhaust,0.05595565,0.00307756075
via01,1,11,162,PM Exhaust,0.05595565,0.00251800425
via01,1,12,149,PM Exhaust,0.05595565,0.00231594218055556
via01,1,13,122,PM Exhaust,0.05595565,0.00189627480555556
via01,1,14,96,PM Exhaust,0.05595565,0.00149215066666667
via01,1,15,85,PM Exhaust,0.05595565,0.00132117506944444
via01,1,16,91,PM Exhaust,0.05595565,0.00141443448611111
via01,1,17,156,PM Exhaust,0.05595565,0.00242474483333333
via01,1,18,205,PM Exhaust,0.05595565,0.00318636340277778
via01,1,19,189,PM Exhaust,0.05595565,0.002937671625
via01,1,20,94,PM Exhaust,0.05595565,0.00146106419444444
via01,1,21,26,PM Exhaust,0.05595565,0.000404124138888889
via01,1,22,18,PM Exhaust,0.05595565,0.00027977825
via01,1,23,11,PM Exhaust,0.05595565,0.000170975597222222
