Roadway,IntegrationTime,Hour,Heavy Vehicles,Pollutant,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s
via04,1,0,0,NOx,12.8377101,0
via04,1,1,0,NOx,12.8377101,0
via04,1,2,1,NOx,12.8377101,0.00356603058333333
via04,1,3,2,NOx,12.8377101,0.00713206116666667
via04,1,4,3,NOx,12.8377101,0.01069809175
via04,1,5,8,NOx,12.8377101,0.0285282446666667
via04,1,6,9,NOx,12.8377101,0.03209427525
via04,1,7,15,NOx,12.8377101,0.05349045875
via04,1,8,14,NOx,12.8377101,0.0499244281666667
via04,1,9,16,NOx,12.8377101,0.0570564893333333
via04,1,10,22,NOx,12.8377101,0.0784526728333333
via04,1,11,12,NOx,12.8377101,0.042792367
via04,1,12,9,NOx,12.8377101,0.03209427525
via04,1,13,7,NOx,12.8377101,0.0249622140833333
via04,1,14,10,NOx,12.8377101,0.0356603058333333
via04,1,15,12,NOx,12.8377101,0.042792367
via04,1,16,11,NOx,12.8377101,0.0392263364166667
via04,1,17,15,NOx,12.8377101,0.05349045875
via04,1,18,18,NOx,12.8377101,0.0641885505
via04,1,19,21,NOx,12.8377101,0.07488664225
via04,1,20,4,NOx,12.8377101,0.0142641223333333
via04,1,21,3,NOx,12.8377101,0.01069809175
via04,1,22,2,NOx,12.8377101,0.00713206116666667
via04,1,23,1,NOx,12.8377101,0.00356603058333333
