Roadway,IntegrationTime,Hour,Light Vehicles,Pollutant,Light Vehicles_EF_g/vehicle,Light Vehicles_E_g/s,Heavy Vehicles,Heavy Vehicles_EF_g/vehicle,Heavy Vehicles_E_g/s,EF
via04,1,0,10,SO2,0.0007188476,1.99679888888889e-06,0,0.005519766625,0,1.99679888888889e-06
via04,1,1,15,SO2,0.0007188476,2.99519833333333e-06,0,0.005519766625,0,2.99519833333333e-06
via04,1,2,5,SO2,0.0007188476,9.98399444444444e-07,1,0.005519766625,1.53326850694444e-06,2.53166795138889e-06
via04,1,3,7,SO2,0.0007188476,1.39775922222222e-06,2,0.005519766625,3.06653701388889e-06,4.46429623611111e-06
via04,1,4,8,SO2,0.0007188476,1.59743911111111e-06,3,0.005519766625,4.59980552083333e-06,6.19724463194444e-06
via04,1,5,11,SO2,0.0007188476,2.19647877777778e-06,8,0.005519766625,1.22661480555556e-05,1.44626268333333e-05
via04,1,6,25,SO2,0.0007188476,4.99199722222222e-06,9,0.005519766625,1.37994165625e-05,1.87914137847222e-05
via04,1,7,100,SO2,0.0007188476,1.99679888888889e-05,15,0.005519766625,2.29990276041667e-05,4.29670164930555e-05
via04,1,8,143,SO2,0.0007188476,2.85542241111111e-05,14,0.005519766625,2.14657590972222e-05,5.00199832083333e-05
via04,1,9,185,SO2,0.0007188476,3.69407794444444e-05,16,0.005519766625,2.45322961111111e-05,6.14730755555556e-05
via04,1,10,198,SO2,0.0007188476,3.9536618e-05,22,0.005519766625,3.37319071527778e-05,7.32685251527778e-05
via04,1,11,162,SO2,0.0007188476,3.2348142e-05,12,0.005519766625,1.83992220833333e-05,5.07473640833333e-05
via04,1,12,149,SO2,0.0007188476,2.97523034444444e-05,9,0.005519766625,1.37994165625e-05,4.35517200069444e-05
via04,1,13,122,SO2,0.0007188476,2.43609464444444e-05,7,0.005519766625,1.07328795486111e-05,3.50938259930556e-05
via04,1,14,96,SO2,0.0007188476,1.91692693333333e-05,10,0.005519766625,1.53326850694444e-05,3.45019544027778e-05
via04,1,15,85,SO2,0.0007188476,1.69727905555556e-05,12,0.005519766625,1.83992220833333e-05,3.53720126388889e-05
via04,1,16,91,SO2,0.0007188476,1.81708698888889e-05,11,0.005519766625,1.68659535763889e-05,3.50368234652778e-05
via04,1,17,156,SO2,0.0007188476,3.11500626666667e-05,15,0.005519766625,2.29990276041667e-05,5.41490902708333e-05
via04,1,18,205,SO2,0.0007188476,4.09343772222222e-05,18,0.005519766625,2.7598833125e-05,6.85332103472222e-05
via04,1,19,189,SO2,0.0007188476,3.7739499e-05,21,0.005519766625,3.21986386458333e-05,6.99381376458333e-05
via04,1,20,94,SO2,0.0007188476,1.87699095555556e-05,4,0.005519766625,6.13307402777778e-06,2.49029835833333e-05
via04,1,21,26,SO2,0.0007188476,5.19167711111111e-06,3,0.005519766625,4.59980552083333e-06,9.79148263194444e-06
via04,1,22,18,SO2,0.0007188476,3.594238e-06,2,0.005519766625,3.06653701388889e-06,6.66077501388889e-06
via04,1,23,11,SO2,0.0007188476,2.19647877777778e-06,1,0.005519766625,1.53326850694444e-06,3.72974728472222e-06
